seed,disruption,regime,kappa,algorithm,makespan,imbalance,workload_A,workload_B
22,0.3,heterogeneous,16.0,SLOT-LFT-DEF,135,69.0,127.0,58.0
22,0.3,heterogeneous,16.0,SLOT-LFT-LBA,135,11.0,98.0,87.0
22,0.3,heterogeneous,16.0,SLOT-RAND-DEF,140,83.0,134.0,51.0
22,0.3,heterogeneous,16.0,SLOT-RAND-LBA,142,5.0,95.0,90.0
22,0.3,heterogeneous,64.0,POOL-LBA(=yours),136,4.0,94.0,90.0
22,0.3,heterogeneous,64.0,SLOT-G-DEF,136,50.0,117.0,67.0
22,0.3,heterogeneous,64.0,SLOT-G-LBA,136,20.0,102.0,82.0
22,0.3,heterogeneous,64.0,SLOT-LFT-DEF,135,70.0,127.0,57.0
22,0.3,heterogeneous,64.0,SLOT-LFT-LBA,135,18.0,101.0,83.0
22,0.3,heterogeneous,64.0,SLOT-RAND-DEF,146,80.0,132.0,52.0
22,0.3,heterogeneous,64.0,SLOT-RAND-LBA,140,2.0,93.0,91.0
23,0.0,uniform,,POOL-LBA(=yours),113,5.0,69.0,74.0
23,0.0,uniform,,SLOT-G-DEF,113,83.0,113.0,30.0
23,0.0,uniform,,SLOT-G-LBA,113,5.0,74.0,69.0
23,0.0,uniform,,SLOT-LFT-DEF,105,67.0,105.0,38.0
23,0.0,uniform,,SLOT-LFT-LBA,105,5.0,69.0,74.0
23,0.0,uniform,,SLOT-RAND-DEF,109,73.0,108.0,35.0
23,0.0,uniform,,SLOT-RAND-LBA,106,1.0,71.0,72.0
23,0.0,heterogeneous,4.0,POOL-LBA(=yours),113,5.0,69.0,74.0
23,0.0,heterogeneous,4.0,SLOT-G-DEF,113,83.0,113.0,30.0
23,0.0,heterogeneous,4.0,SLOT-G-LBA,113,5.0,74.0,69.0
23,0.0,heterogeneous,4.0,SLOT-LFT-DEF,105,67.0,105.0,38.0
23,0.0,heterogeneous,4.0,SLOT-LFT-LBA,105,5.0,69.0,74.0
23,0.0,heterogeneous,4.0,SLOT-RAND-DEF,110,77.0,110.0,33.0
23,0.0,heterogeneous,4.0,SLOT-RAND-LBA,103,3.0,70.0,73.0
23,0.0,heterogeneous,16.0,POOL-LBA(=yours),113,5.0,69.0,74.0
23,0.0,heterogeneous,16.0,SLOT-G-DEF,113,83.0,113.0,30.0
23,0.0,heterogeneous,16.0,SLOT-G-LBA,113,5.0,74.0,69.0
23,0.0,heterogeneous,16.0,SLOT-LFT-DEF,105,67.0,105.0,38.0
23,0.0,heterogeneous,16.0,SLOT-LFT-LBA,105,5.0,69.0,74.0
23,0.0,heterogeneous,16.0,SLOT-RAND-DEF,112,81.0,112.0,31.0
23,0.0,heterogeneous,16.0,SLOT-RAND-LBA,111,3.0,73.0,70.0
23,0.0,heterogeneous,64.0,POOL-LBA(=yours),113,5.0,69.0,74.0
23,0.0,heterogeneous,64.0,SLOT-G-DEF,113,83.0,113.0,30.0
23,0.0,heterogeneous,64.0,SLOT-G-LBA,113,5.0,74.0,69.0
23,0.0,heterogeneous,64.0,SLOT-LFT-DEF,105,67.0,105.0,38.0
23,0.0,heterogeneous,64.0,SLOT-LFT-LBA,105,5.0,69.0,74.0
23,0.0,heterogeneous,64.0,SLOT-RAND-DEF,111,79.0,111.0,32.0
23,0.0,heterogeneous,64.0,SLOT-RAND-LBA,111,3.0,70.0,73.0
23,0.1,uniform,,POOL-LBA(=yours),128,7.0,85.0,78.0
23,0.1,uniform,,SLOT-G-DEF,128,93.0,128.0,35.0
23,0.1,uniform,,SLOT-G-LBA,128,5.0,79.0,84.0
23,0.1,uniform,,SLOT-LFT-DEF,119,75.0,119.0,44.0
23,0.1,uniform,,SLOT-LFT-LBA,119,5.0,79.0,84.0
23,0.1,uniform,,SLOT-RAND-DEF,117,67.0,115.0,48.0
23,0.1,uniform,,SLOT-RAND-LBA,126,1.0,82.0,81.0
23,0.1,heterogeneous,4.0,POOL-LBA(=yours),122,6.0,80.0,74.0
23,0.1,heterogeneous,4.0,SLOT-G-DEF,122,90.0,122.0,32.0
23,0.1,heterogeneous,4.0,SLOT-G-LBA,122,6.0,80.0,74.0
23,0.1,heterogeneous,4.0,SLOT-LFT-DEF,111,68.0,111.0,43.0
23,0.1,heterogeneous,4.0,SLOT-LFT-LBA,111,6.0,74.0,80.0
23,0.1,heterogeneous,4.0,SLOT-RAND-DEF,116,78.0,116.0,38.0
23,0.1,heterogeneous,4.0,SLOT-RAND-LBA,121,10.0,72.0,82.0
23,0.1,heterogeneous,16.0,POOL-LBA(=yours),123,3.0,76.0,79.0
23,0.1,heterogeneous,16.0,SLOT-G-DEF,123,91.0,123.0,32.0
23,0.1,heterogeneous,16.0,SLOT-G-LBA,123,5.0,80.0,75.0
23,0.1,heterogeneous,16.0,SLOT-LFT-DEF,113,71.0,113.0,42.0
23,0.1,heterogeneous,16.0,SLOT-LFT-LBA,113,5.0,75.0,80.0
23,0.1,heterogeneous,16.0,SLOT-RAND-DEF,123,85.0,120.0,35.0
23,0.1,heterogeneous,16.0,SLOT-RAND-LBA,114,5.0,80.0,75.0
23,0.1,heterogeneous,64.0,POOL-LBA(=yours),124,6.0,75.0,81.0
23,0.1,heterogeneous,64.0,SLOT-G-DEF,124,92.0,124.0,32.0
23,0.1,heterogeneous,64.0,SLOT-G-LBA,124,6.0,75.0,81.0
23,0.1,heterogeneous,64.0,SLOT-LFT-DEF,115,74.0,115.0,41.0
23,0.1,heterogeneous,64.0,SLOT-LFT-LBA,115,6.0,75.0,81.0
23,0.1,heterogeneous,64.0,SLOT-RAND-DEF,116,68.0,112.0,44.0
23,0.1,heterogeneous,64.0,SLOT-RAND-LBA,120,12.0,84.0,72.0
23,0.2,uniform,,POOL-LBA(=yours),134,5.0,82.0,87.0
23,0.2,uniform,,SLOT-G-DEF,134,99.0,134.0,35.0
23,0.2,uniform,,SLOT-G-LBA,134,7.0,88.0,81.0
23,0.2,uniform,,SLOT-LFT-DEF,124,79.0,124.0,45.0
23,0.2,uniform,,SLOT-LFT-LBA,124,7.0,88.0,81.0
23,0.2,uniform,,SLOT-RAND-DEF,126,83.0,126.0,43.0
23,0.2,uniform,,SLOT-RAND-LBA,126,3.0,86.0,83.0
23,0.2,heterogeneous,4.0,POOL-LBA(=yours),134,7.0,90.0,83.0
23,0.2,heterogeneous,4.0,SLOT-G-DEF,134,77.0,125.0,48.0
23,0.2,heterogeneous,4.0,SLOT-G-LBA,134,7.0,83.0,90.0
23,0.2,heterogeneous,4.0,SLOT-LFT-DEF,122,57.0,115.0,58.0
23,0.2,heterogeneous,4.0,SLOT-LFT-LBA,122,17.0,78.0,95.0
23,0.2,heterogeneous,4.0,SLOT-RAND-DEF,126,69.0,121.0,52.0
23,0.2,heterogeneous,4.0,SLOT-RAND-LBA,126,15.0,79.0,94.0
23,0.2,heterogeneous,16.0,POOL-LBA(=yours),141,7.0,85.0,92.0
23,0.2,heterogeneous,16.0,SLOT-G-DEF,141,105.0,141.0,36.0
23,0.2,heterogeneous,16.0,SLOT-G-LBA,141,7.0,85.0,92.0
23,0.2,heterogeneous,16.0,SLOT-LFT-DEF,131,77.0,127.0,50.0
23,0.2,heterogeneous,16.0,SLOT-LFT-LBA,131,1.0,88.0,89.0
23,0.2,heterogeneous,16.0,SLOT-RAND-DEF,133,83.0,130.0,47.0
23,0.2,heterogeneous,16.0,SLOT-RAND-LBA,137,3.0,90.0,87.0
23,0.2,heterogeneous,64.0,POOL-LBA(=yours),137,4.0,84.0,88.0
23,0.2,heterogeneous,64.0,SLOT-G-DEF,137,102.0,137.0,35.0
23,0.2,heterogeneous,64.0,SLOT-G-LBA,137,6.0,89.0,83.0
23,0.2,heterogeneous,64.0,SLOT-LFT-DEF,127,82.0,127.0,45.0
23,0.2,heterogeneous,64.0,SLOT-LFT-LBA,127,6.0,83.0,89.0
23,0.2,heterogeneous,64.0,SLOT-RAND-DEF,132,92.0,132.0,40.0
23,0.2,heterogeneous,64.0,SLOT-RAND-LBA,134,2.0,85.0,87.0
23,0.3,uniform,,POOL-LBA(=yours),146,5.0,90.0,95.0
23,0.3,uniform,,SLOT-G-DEF,146,107.0,146.0,39.0
23,0.3,uniform,,SLOT-G-LBA,146,7.0,96.0,89.0
23,0.3,uniform,,SLOT-LFT-DEF,135,75.0,130.0,55.0
23,0.3,uniform,,SLOT-LFT-LBA,135,7.0,96.0,89.0
23,0.3,uniform,,SLOT-RAND-DEF,145,99.0,142.0,43.0
23,0.3,uniform,,SLOT-RAND-LBA,142,5.0,90.0,95.0
23,0.3,heterogeneous,4.0,POOL-LBA(=yours),148,3.0,91.0,94.0
23,0.3,heterogeneous,4.0,SLOT-G-DEF,148,99.0,142.0,43.0
23,0.3,heterogeneous,4.0,SLOT-G-LBA,148,17.0,101.0,84.0
23,0.3,heterogeneous,4.0,SLOT-LFT-DEF,137,67.0,126.0,59.0
23,0.3,heterogeneous,4.0,SLOT-LFT-LBA,137,7.0,96.0,89.0
23,0.3,heterogeneous,4.0,SLOT-RAND-DEF,146,75.0,130.0,55.0
23,0.3,heterogeneous,4.0,SLOT-RAND-LBA,137,19.0,83.0,102.0
23,0.3,heterogeneous,16.0,POOL-LBA(=yours),142,7.0,94.0,87.0
23,0.3,heterogeneous,16.0,SLOT-G-DEF,142,91.0,136.0,45.0
23,0.3,heterogeneous,16.0,SLOT-G-LBA,142,9.0,95.0,86.0
23,0.3,heterogeneous,16.0,SLOT-LFT-DEF,131,59.0,120.0,61.0
23,0.3,heterogeneous,16.0,SLOT-LFT-LBA,131,13.0,84.0,97.0
23,0.3,heterogeneous,16.0,SLOT-RAND-DEF,131,75.0,128.0,53.0
23,0.3,heterogeneous,16.0,SLOT-RAND-LBA,138,7.0,87.0,94.0
23,0.3,heterogeneous,64.0,POOL-LBA(=yours),146,7.0,89.0,96.0
23,0.3,heterogeneous,64.0,SLOT-G-DEF,146,107.0,146.0,39.0
23,0.3,heterogeneous,64.0,SLOT-G-LBA,146,7.0,89.0,96.0
23,0.3,heterogeneous,64.0,SLOT-LFT-DEF,135,75.0,130.0,55.0
23,0.3,heterogeneous,64.0,SLOT-LFT-LBA,135,7.0,89.0,96.0
23,0.3,heterogeneous,64.0,SLOT-RAND-DEF,133,75.0,130.0,55.0
23,0.3,heterogeneous,64.0,SLOT-RAND-LBA,142,1.0,92.0,93.0
24,0.0,uniform,,POOL-LBA(=yours),105,5.0,73.0,68.0
24,0.0,uniform,,SLOT-G-DEF,105,61.0,101.0,40.0
24,0.0,uniform,,SLOT-G-LBA,105,5.0,73.0,68.0
24,0.0,uniform,,SLOT-LFT-DEF,102,43.0,92.0,49.0
24,0.0,uniform,,SLOT-LFT-LBA,102,1.0,71.0,70.0
24,0.0,uniform,,SLOT-RAND-DEF,101,47.0,94.0,47.0
24,0.0,uniform,,SLOT-RAND-LBA,107,9.0,75.0,66.0
24,0.0,heterogeneous,4.0,POOL-LBA(=yours),105,5.0,73.0,68.0
24,0.0,heterogeneous,4.0,SLOT-G-DEF,105,61.0,101.0,40.0
24,0.0,heterogeneous,4.0,SLOT-G-LBA,105,5.0,73.0,68.0
24,0.0,heterogeneous,4.0,SLOT-LFT-DEF,102,43.0,92.0,49.0
24,0.0,heterogeneous,4.0,SLOT-LFT-LBA,102,1.0,71.0,70.0
24,0.0,heterogeneous,4.0,SLOT-RAND-DEF,102,49.0,95.0,46.0
24,0.0,heterogeneous,4.0,SLOT-RAND-LBA,102,5.0,73.0,68.0
24,0.0,heterogeneous,16.0,POOL-LBA(=yours),105,5.0,73.0,68.0
24,0.0,heterogeneous,16.0,SLOT-G-DEF,105,61.0,101.0,40.0
24,0.0,heterogeneous,16.0,SLOT-G-LBA,105,5.0,73.0,68.0
24,0.0,heterogeneous,16.0,SLOT-LFT-DEF,102,43.0,92.0,49.0
24,0.0,heterogeneous,16.0,SLOT-LFT-LBA,102,1.0,71.0,70.0
24,0.0,heterogeneous,16.0,SLOT-RAND-DEF,101,37.0,89.0,52.0
24,0.0,heterogeneous,16.0,SLOT-RAND-LBA,108,9.0,66.0,75.0
24,0.0,heterogeneous,64.0,POOL-LBA(=yours),105,5.0,73.0,68.0
24,0.0,heterogeneous,64.0,SLOT-G-DEF,105,61.0,101.0,40.0
24,0.0,heterogeneous,64.0,SLOT-G-LBA,105,5.0,73.0,68.0
24,0.0,heterogeneous,64.0,SLOT-LFT-DEF,102,43.0,92.0,49.0
24,0.0,heterogeneous,64.0,SLOT-LFT-LBA,102,1.0,71.0,70.0
24,0.0,heterogeneous,64.0,SLOT-RAND-DEF,108,75.0,108.0,33.0
24,0.0,heterogeneous,64.0,SLOT-RAND-LBA,103,1.0,70.0,71.0
24,0.1,uniform,,POOL-LBA(=yours),120,7.0,84.0,77.0
24,0.1,uniform,,SLOT-G-DEF,120,69.0,115.0,46.0
24,0.1,uniform,,SLOT-G-LBA,120,7.0,84.0,77.0
24,0.1,uniform,,SLOT-LFT-DEF,116,49.0,105.0,56.0
24,0.1,uniform,,SLOT-LFT-LBA,116,1.0,81.0,80.0
24,0.1,uniform,,SLOT-RAND-DEF,121,81.0,121.0,40.0
24,0.1,uniform,,SLOT-RAND-LBA,117,1.0,81.0,80.0
24,0.1,heterogeneous,4.0,POOL-LBA(=yours),113,4.0,73.0,77.0
24,0.1,heterogeneous,4.0,SLOT-G-DEF,113,70.0,110.0,40.0
24,0.1,heterogeneous,4.0,SLOT-G-LBA,113,8.0,79.0,71.0
24,0.1,heterogeneous,4.0,SLOT-LFT-DEF,110,48.0,99.0,51.0
24,0.1,heterogeneous,4.0,SLOT-LFT-LBA,110,6.0,78.0,72.0
24,0.1,heterogeneous,4.0,SLOT-RAND-DEF,108,66.0,108.0,42.0
24,0.1,heterogeneous,4.0,SLOT-RAND-LBA,108,4.0,77.0,73.0
24,0.1,heterogeneous,16.0,POOL-LBA(=yours),117,5.0,81.0,76.0
24,0.1,heterogeneous,16.0,SLOT-G-DEF,117,69.0,113.0,44.0
24,0.1,heterogeneous,16.0,SLOT-G-LBA,117,7.0,75.0,82.0
24,0.1,heterogeneous,16.0,SLOT-LFT-DEF,112,57.0,107.0,50.0
24,0.1,heterogeneous,16.0,SLOT-LFT-LBA,112,1.0,79.0,78.0
24,0.1,heterogeneous,16.0,SLOT-RAND-DEF,114,57.0,107.0,50.0
24,0.1,heterogeneous,16.0,SLOT-RAND-LBA,110,5.0,81.0,76.0
24,0.1,heterogeneous,64.0,POOL-LBA(=yours),118,6.0,82.0,76.0
24,0.1,heterogeneous,64.0,SLOT-G-DEF,118,68.0,113.0,45.0
24,0.1,heterogeneous,64.0,SLOT-G-LBA,118,6.0,82.0,76.0
24,0.1,heterogeneous,64.0,SLOT-LFT-DEF,113,52.0,105.0,53.0
24,0.1,heterogeneous,64.0,SLOT-LFT-LBA,113,0.0,79.0,79.0
24,0.1,heterogeneous,64.0,SLOT-RAND-DEF,118,56.0,107.0,51.0
24,0.1,heterogeneous,64.0,SLOT-RAND-LBA,119,12.0,85.0,73.0
24,0.2,uniform,,POOL-LBA(=yours),125,6.0,81.0,87.0
24,0.2,uniform,,SLOT-G-DEF,125,72.0,120.0,48.0
24,0.2,uniform,,SLOT-G-LBA,125,6.0,81.0,87.0
24,0.2,uniform,,SLOT-LFT-DEF,122,52.0,110.0,58.0
24,0.2,uniform,,SLOT-LFT-LBA,122,0.0,84.0,84.0
24,0.2,uniform,,SLOT-RAND-DEF,124,70.0,119.0,49.0
24,0.2,uniform,,SLOT-RAND-LBA,122,10.0,79.0,89.0
24,0.2,heterogeneous,4.0,POOL-LBA(=yours),139,6.0,87.0,93.0
24,0.2,heterogeneous,4.0,SLOT-G-DEF,139,86.0,133.0,47.0
24,0.2,heterogeneous,4.0,SLOT-G-LBA,139,8.0,94.0,86.0
24,0.2,heterogeneous,4.0,SLOT-LFT-DEF,126,72.0,126.0,54.0
24,0.2,heterogeneous,4.0,SLOT-LFT-LBA,126,2.0,89.0,91.0
24,0.2,heterogeneous,4.0,SLOT-RAND-DEF,135,72.0,126.0,54.0
24,0.2,heterogeneous,4.0,SLOT-RAND-LBA,131,14.0,83.0,97.0
24,0.2,heterogeneous,16.0,POOL-LBA(=yours),122,7.0,85.0,78.0
24,0.2,heterogeneous,16.0,SLOT-G-DEF,122,57.0,110.0,53.0
24,0.2,heterogeneous,16.0,SLOT-G-LBA,122,11.0,87.0,76.0
24,0.2,heterogeneous,16.0,SLOT-LFT-DEF,118,51.0,107.0,56.0
24,0.2,heterogeneous,16.0,SLOT-LFT-LBA,118,3.0,83.0,80.0
24,0.2,heterogeneous,16.0,SLOT-RAND-DEF,117,61.0,112.0,51.0
24,0.2,heterogeneous,16.0,SLOT-RAND-LBA,123,1.0,81.0,82.0
24,0.2,heterogeneous,64.0,POOL-LBA(=yours),127,5.0,83.0,88.0
24,0.2,heterogeneous,64.0,SLOT-G-DEF,127,73.0,122.0,49.0
24,0.2,heterogeneous,64.0,SLOT-G-LBA,127,9.0,90.0,81.0
24,0.2,heterogeneous,64.0,SLOT-LFT-DEF,123,75.0,123.0,48.0
24,0.2,heterogeneous,64.0,SLOT-LFT-LBA,123,3.0,84.0,87.0
24,0.2,heterogeneous,64.0,SLOT-RAND-DEF,122,45.0,108.0,63.0
24,0.2,heterogeneous,64.0,SLOT-RAND-LBA,122,1.0,85.0,86.0
24,0.3,uniform,,POOL-LBA(=yours),135,5.0,88.0,93.0
24,0.3,uniform,,SLOT-G-DEF,135,79.0,130.0,51.0
24,0.3,uniform,,SLOT-G-LBA,135,7.0,94.0,87.0
24,0.3,uniform,,SLOT-LFT-DEF,132,55.0,118.0,63.0
24,0.3,uniform,,SLOT-LFT-LBA,132,1.0,91.0,90.0
24,0.3,uniform,,SLOT-RAND-DEF,131,75.0,128.0,53.0
24,0.3,uniform,,SLOT-RAND-LBA,137,15.0,83.0,98.0
24,0.3,heterogeneous,4.0,POOL-LBA(=yours),141,4.0,97.0,93.0
24,0.3,heterogeneous,4.0,SLOT-G-DEF,141,86.0,138.0,52.0
24,0.3,heterogeneous,4.0,SLOT-G-LBA,141,4.0,97.0,93.0
24,0.3,heterogeneous,4.0,SLOT-LFT-DEF,139,80.0,135.0,55.0
24,0.3,heterogeneous,4.0,SLOT-LFT-LBA,139,6.0,98.0,92.0
24,0.3,heterogeneous,4.0,SLOT-RAND-DEF,145,94.0,142.0,48.0
24,0.3,heterogeneous,4.0,SLOT-RAND-LBA,137,12.0,101.0,89.0
24,0.3,heterogeneous,16.0,POOL-LBA(=yours),139,5.0,91.0,96.0
24,0.3,heterogeneous,16.0,SLOT-G-DEF,139,85.0,136.0,51.0
24,0.3,heterogeneous,16.0,SLOT-G-LBA,139,5.0,91.0,96.0
24,0.3,heterogeneous,16.0,SLOT-LFT-DEF,136,57.0,122.0,65.0
24,0.3,heterogeneous,16.0,SLOT-LFT-LBA,136,3.0,92.0,95.0
24,0.3,heterogeneous,16.0,SLOT-RAND-DEF,136,61.0,124.0,63.0
24,0.3,heterogeneous,16.0,SLOT-RAND-LBA,134,3.0,95.0,92.0
24,0.3,heterogeneous,64.0,POOL-LBA(=yours),136,6.0,88.0,94.0
24,0.3,heterogeneous,64.0,SLOT-G-DEF,136,80.0,131.0,51.0
24,0.3,heterogeneous,64.0,SLOT-G-LBA,136,8.0,87.0,95.0
24,0.3,heterogeneous,64.0,SLOT-LFT-DEF,132,74.0,128.0,54.0
24,0.3,heterogeneous,64.0,SLOT-LFT-LBA,132,0.0,91.0,91.0
24,0.3,heterogeneous,64.0,SLOT-RAND-DEF,136,64.0,123.0,59.0
24,0.3,heterogeneous,64.0,SLOT-RAND-LBA,132,2.0,90.0,92.0
25,0.0,uniform,,POOL-LBA(=yours),99,1.0,69.0,68.0
25,0.0,uniform,,SLOT-G-DEF,99,57.0,97.0,40.0
25,0.0,uniform,,SLOT-G-LBA,99,1.0,68.0,69.0
25,0.0,uniform,,SLOT-LFT-DEF,97,57.0,97.0,40.0
25,0.0,uniform,,SLOT-LFT-LBA,97,1.0,68.0,69.0
25,0.0,uniform,,SLOT-RAND-DEF,106,67.0,102.0,35.0
25,0.0,uniform,,SLOT-RAND-LBA,99,5.0,66.0,71.0
25,0.0,heterogeneous,4.0,POOL-LBA(=yours),99,1.0,69.0,68.0
25,0.0,heterogeneous,4.0,SLOT-G-DEF,99,57.0,97.0,40.0
25,0.0,heterogeneous,4.0,SLOT-G-LBA,99,1.0,68.0,69.0
25,0.0,heterogeneous,4.0,SLOT-LFT-DEF,97,57.0,97.0,40.0
25,0.0,heterogeneous,4.0,SLOT-LFT-LBA,97,1.0,68.0,69.0
25,0.0,heterogeneous,4.0,SLOT-RAND-DEF,100,57.0,97.0,40.0
25,0.0,heterogeneous,4.0,SLOT-RAND-LBA,102,1.0,69.0,68.0
25,0.0,heterogeneous,16.0,POOL-LBA(=yours),99,1.0,69.0,68.0
25,0.0,heterogeneous,16.0,SLOT-G-DEF,99,57.0,97.0,40.0
25,0.0,heterogeneous,16.0,SLOT-G-LBA,99,1.0,68.0,69.0
25,0.0,heterogeneous,16.0,SLOT-LFT-DEF,97,57.0,97.0,40.0
25,0.0,heterogeneous,16.0,SLOT-LFT-LBA,97,1.0,68.0,69.0
25,0.0,heterogeneous,16.0,SLOT-RAND-DEF,99,51.0,94.0,43.0
25,0.0,heterogeneous,16.0,SLOT-RAND-LBA,99,7.0,65.0,72.0
25,0.0,heterogeneous,64.0,POOL-LBA(=yours),99,1.0,69.0,68.0
25,0.0,heterogeneous,64.0,SLOT-G-DEF,99,57.0,97.0,40.0
25,0.0,heterogeneous,64.0,SLOT-G-LBA,99,1.0,68.0,69.0
25,0.0,heterogeneous,64.0,SLOT-LFT-DEF,97,57.0,97.0,40.0
25,0.0,heterogeneous,64.0,SLOT-LFT-LBA,97,1.0,68.0,69.0
25,0.0,heterogeneous,64.0,SLOT-RAND-DEF,105,61.0,99.0,38.0
25,0.0,heterogeneous,64.0,SLOT-RAND-LBA,99,7.0,65.0,72.0
25,0.1,uniform,,POOL-LBA(=yours),113,1.0,79.0,78.0
25,0.1,uniform,,SLOT-G-DEF,113,65.0,111.0,46.0
25,0.1,uniform,,SLOT-G-LBA,113,1.0,79.0,78.0
25,0.1,uniform,,SLOT-LFT-DEF,111,65.0,111.0,46.0
25,0.1,uniform,,SLOT-LFT-LBA,111,1.0,78.0,79.0
25,0.1,uniform,,SLOT-RAND-DEF,113,59.0,108.0,49.0
25,0.1,uniform,,SLOT-RAND-LBA,115,7.0,75.0,82.0
25,0.1,heterogeneous,4.0,POOL-LBA(=yours),109,2.0,73.0,75.0
25,0.1,heterogeneous,4.0,SLOT-G-DEF,109,64.0,106.0,42.0
25,0.1,heterogeneous,4.0,SLOT-G-LBA,109,2.0,73.0,75.0
25,0.1,heterogeneous,4.0,SLOT-LFT-DEF,106,64.0,106.0,42.0
25,0.1,heterogeneous,4.0,SLOT-LFT-LBA,106,4.0,72.0,76.0
25,0.1,heterogeneous,4.0,SLOT-RAND-DEF,107,56.0,102.0,46.0
25,0.1,heterogeneous,4.0,SLOT-RAND-LBA,108,14.0,81.0,67.0
25,0.1,heterogeneous,16.0,POOL-LBA(=yours),109,1.0,74.0,75.0
25,0.1,heterogeneous,16.0,SLOT-G-DEF,109,65.0,107.0,42.0
25,0.1,heterogeneous,16.0,SLOT-G-LBA,109,3.0,73.0,76.0
25,0.1,heterogeneous,16.0,SLOT-LFT-DEF,107,65.0,107.0,42.0
25,0.1,heterogeneous,16.0,SLOT-LFT-LBA,107,1.0,75.0,74.0
25,0.1,heterogeneous,16.0,SLOT-RAND-DEF,109,69.0,109.0,40.0
25,0.1,heterogeneous,16.0,SLOT-RAND-LBA,110,11.0,80.0,69.0
25,0.1,heterogeneous,64.0,POOL-LBA(=yours),108,2.0,77.0,75.0
25,0.1,heterogeneous,64.0,SLOT-G-DEF,108,60.0,106.0,46.0
25,0.1,heterogeneous,64.0,SLOT-G-LBA,108,2.0,75.0,77.0
25,0.1,heterogeneous,64.0,SLOT-LFT-DEF,106,60.0,106.0,46.0
25,0.1,heterogeneous,64.0,SLOT-LFT-LBA,106,2.0,77.0,75.0
25,0.1,heterogeneous,64.0,SLOT-RAND-DEF,111,56.0,104.0,48.0
25,0.1,heterogeneous,64.0,SLOT-RAND-LBA,111,8.0,80.0,72.0
25,0.2,uniform,,POOL-LBA(=yours),118,0.0,81.0,81.0
25,0.2,uniform,,SLOT-G-DEF,118,68.0,115.0,47.0
25,0.2,uniform,,SLOT-G-LBA,118,4.0,79.0,83.0
25,0.2,uniform,,SLOT-LFT-DEF,115,68.0,115.0,47.0
25,0.2,uniform,,SLOT-LFT-LBA,115,2.0,80.0,82.0
25,0.2,uniform,,SLOT-RAND-DEF,116,66.0,114.0,48.0
25,0.2,uniform,,SLOT-RAND-LBA,118,12.0,75.0,87.0
25,0.2,heterogeneous,4.0,POOL-LBA(=yours),124,5.0,82.0,87.0
25,0.2,heterogeneous,4.0,SLOT-G-DEF,124,75.0,122.0,47.0
25,0.2,heterogeneous,4.0,SLOT-G-LBA,124,7.0,88.0,81.0
25,0.2,heterogeneous,4.0,SLOT-LFT-DEF,122,75.0,122.0,47.0
25,0.2,heterogeneous,4.0,SLOT-LFT-LBA,122,3.0,86.0,83.0
25,0.2,heterogeneous,4.0,SLOT-RAND-DEF,124,79.0,124.0,45.0
25,0.2,heterogeneous,4.0,SLOT-RAND-LBA,124,3.0,83.0,86.0
25,0.2,heterogeneous,16.0,POOL-LBA(=yours),116,1.0,80.0,79.0
25,0.2,heterogeneous,16.0,SLOT-G-DEF,116,65.0,112.0,47.0
25,0.2,heterogeneous,16.0,SLOT-G-LBA,116,1.0,80.0,79.0
25,0.2,heterogeneous,16.0,SLOT-LFT-DEF,113,67.0,113.0,46.0
25,0.2,heterogeneous,16.0,SLOT-LFT-LBA,113,3.0,78.0,81.0
25,0.2,heterogeneous,16.0,SLOT-RAND-DEF,122,75.0,117.0,42.0
25,0.2,heterogeneous,16.0,SLOT-RAND-LBA,117,1.0,80.0,79.0
25,0.2,heterogeneous,64.0,POOL-LBA(=yours),118,0.0,82.0,82.0
25,0.2,heterogeneous,64.0,SLOT-G-DEF,118,66.0,115.0,49.0
25,0.2,heterogeneous,64.0,SLOT-G-LBA,118,2.0,83.0,81.0
25,0.2,heterogeneous,64.0,SLOT-LFT-DEF,116,68.0,116.0,48.0
25,0.2,heterogeneous,64.0,SLOT-LFT-LBA,116,2.0,81.0,83.0
25,0.2,heterogeneous,64.0,SLOT-RAND-DEF,124,84.0,124.0,40.0
25,0.2,heterogeneous,64.0,SLOT-RAND-LBA,119,6.0,85.0,79.0
25,0.3,uniform,,POOL-LBA(=yours),125,1.0,87.0,88.0
25,0.3,uniform,,SLOT-G-DEF,125,71.0,123.0,52.0
25,0.3,uniform,,SLOT-G-LBA,125,1.0,87.0,88.0
25,0.3,uniform,,SLOT-LFT-DEF,123,71.0,123.0,52.0
25,0.3,uniform,,SLOT-LFT-LBA,123,1.0,88.0,87.0
25,0.3,uniform,,SLOT-RAND-DEF,125,75.0,125.0,50.0
25,0.3,uniform,,SLOT-RAND-LBA,127,5.0,85.0,90.0
25,0.3,heterogeneous,4.0,POOL-LBA(=yours),121,2.0,85.0,83.0
25,0.3,heterogeneous,4.0,SLOT-G-DEF,121,74.0,121.0,47.0
25,0.3,heterogeneous,4.0,SLOT-G-LBA,121,6.0,81.0,87.0
25,0.3,heterogeneous,4.0,SLOT-LFT-DEF,121,74.0,121.0,47.0
25,0.3,heterogeneous,4.0,SLOT-LFT-LBA,121,6.0,81.0,87.0
25,0.3,heterogeneous,4.0,SLOT-RAND-DEF,124,70.0,119.0,49.0
25,0.3,heterogeneous,4.0,SLOT-RAND-LBA,121,12.0,90.0,78.0
25,0.3,heterogeneous,16.0,POOL-LBA(=yours),130,4.0,92.0,88.0
